,Label,Question,Answer
,,What did Fröhlich conclude about pest infestation with regard to climactic change?,Fröhlich concluded that there is no expectation at all that the climatic change will lead to a reduction in infestation from any pest 72
,,How much higher have studies suggested that today's maize yield would be due to increasing concentrations in tropospheric ozone compared with 1950 levels?,Studies suggest that today's maize yield would be 2% – 55 % higher without increases in tropospheric ozone since 1950 levels 73
,,What kind of feedbacks can complicate predictions on how climate changes impact pests?,"Complicated interactions and feedbacks between climate, crop, and pests can complicate predictions on how climate changes impact pests 74"
,,Will anthropogenic emissions further increase tropospheric ozone concentrations in Europe?,"It is debatable whether anthropogenic emission will further increase tropospheric ozone concentrations in Europe, as CMIP5 runs suggest 75"
,,What is suggested regarding rising maize yields towards century's end?,The suggestion is that rising maize yields towards century's end will be due to raising atmospheric CO2 concentrations 76
,,What is the effect of increased CO2 concentrations on water use efficiency?,An increased water use efficiency is expected in C3 as well as C4 plants The reduction is comparable for all three varieties and ranges between 25% to 30% 77
,,Is rising CO2 levels beneficial for maize production?,"Maize as a C4 crop is not expected to profit from rising CO2 through an elevated photosynthesis rate, however, the positive influence of CO2 steadily increases to a point where the positive effects prevail and yields are rising 78"
,,How do grasslands benefit from a rise in CO2 concentrations?,"That water saving through increased CO2 concentrations can have such a strong effect is also pointed out by Taube and Herrmann, where grasslands profit from a rise even under increasing drought stress during summer months 79"
,,In what ways does solar radiation contribute to maize yield development?,"Studying he effect of solar radiation, found a non-linear contribution to yield development, however, not as prominent as changes in precipitation or water availability 80"
,,What other factors might contribute to rising maize yields aside from changes in carbon dioxide concentration?,CO2 might still not be solely responsible for the rising maize yields; it undoubtedly plays a major role but other factors that have not been included could potentially contribute as well 81
,,How has global warming affected different types of maize crops so far?,"Medium or early maize varieties appear more negatively impacted by summer temperature and precipitation until mid-century compared with other types of crops; however, the positive influence of CO2 steadily increases over time which will help improve crop yields overall 82"
,,Has research looked at water saving through increasing carbon dioxide concentrations?,Research has emphasized the importance of water saving through increasing carbon dioxide concentrations rather than direct fertilization effects 83
,,Is there an increase in moisture-use efficiency due to higher levels of Carbon Dioxide concentration?,An increased water use efficiency is expected in C3 as well as C4 plants due to higher levels of Carbon Dioxide concentration 84
,,Have any studies noted non-linear contributions towards maize yield development related with solar radiation?,"Studies have included the effect of solar radiation in the research and it was observed that there is a non-linear contribution to yield development, however it wasn’t of as much significance compared to precipitation or water availability 85"
,,When were the first formal international climate negotiations initiated?,The climate change issue has constituted an ongoing political struggle since the first formal international climate negotiations were initiated in 1992 in Rio 1
,,How long have climate scientists been expressing their worries about climate change?,"Climate scientists have been voicing their concerns about climate change for more than four decades in numerous reports and journal articles, most notably in the reports by the Intergovernment al Panel on Climate Change IPCC 2"
,,What is the importance of the first assessment report by the Intergovernment al Panel on Climate Change IPCC?,"The First Assessment Report FAR of the IPCC was completed in 1990 It served as the basis of the United Nations Framework Convention on Climate Change UNFCCC Since then, the reports have been updated every four to five years and, in each round, drawing more unequivocal conclusions that climate change is happening mostly human induced, that climate change constitutes a huge and increasing challenge to humans and ecosystems globally, and that immediate and significant cuts in greenhouse gas GHG emission are all-important 3"
,,How often are assessment report by the Intergovernment al Panel on Climate Change IPCC updated?,Reports have been updated every four to five years 4
,,What does the evidencefrom report by the Intergovernment al Panel on Climate Change IPCC show about climate change?,"Updated reports draw more unequivocal conclusions that climate change is happening mostly human induced, that climate change constitutes a huge and increasing challenge to humans and ecosystems globally, and that immediate and significant cuts in greenhouse gas GHG emission are all-important 5"
,,How has the World Economic Foundation identified lack of climate action as a global risk?,The World Economic Foundation WEF 2020 global risk evaluation identifies lack of climate action and extreme weather events as the most likely risks and lack of climate action as the largest global risk in terms of impact 6
,,What is the long-term goal agreed by 195 countries in Paris at COP21 in 2015?,The long-term goal agreed by 195 countries in Paris during COP21 was to limit global warming to less than 2 °C compared to the pre-industrial level 7
,,What does Brandt and Svendsen 2021a argue about the effectiveness of the Paris Treaty?,"Brandt and Svendsen 2021a argue that the effectiveness of the Paris Treaty is questionable, as real progress is slow and it is likely that its target level will be exceeded 8"
,,What is the European Green Deal and what has been its main ambition since 2012?,"The European Green Deal is an initiative from the EU to become climate neutral by 2050 It has had strong ambitions to promote international climate leadership through the ‘Green Diplomacy Network’, which has been chaired by EEAS since 2012 9"
,,Who are included in the Green Diplomacy Network?,"The Green Diplomacy Network consists of officials dealing with international environment and sustainable development issues in the EU’s Ministries of Foreign Affairs and their diplomatic missions, including representatives from EEAS and EU Delegations CEU, 2019 10"
,,How will the European External Action Service's EEAS ‘Green Diplomacy Network’ affect policy views?,"The EEAS's Green Diplomacy Network can navigate the foreign policy of a global climate change paradigm A paradigm can incorporate the worldviews in external policy actions by diplomats Such conceptual frameworks for thinking about promoting climate change action can be very operational as policy views may be changed from isolationist to having a global scope Jørgensen et al, 2020 11"
,,What are the barriers that exist when forming an effective climate treaty?,"It is suggested that three major barriers exist, namely political, economic, and psychological barriers In total, they overall define how likely success is when making international climate policies 12"
,,What are the political sub-barriers when creating international climate policies?,"The political sub-barriers include lobbying, fairness and diplomatic network 13"
,,What are the implications of legal and illegal lobbying?,"For both illegal and legal lobbying, the formal institutions have to address corruption or any asymmetries in the political arena where producer groups are in a relatively stronger position to promote their interest at the expense of taxpayers and consumers 16"
,,What is the importance of diplomatic networks when considering global climate action?,"The European Council 2019 has emphasized the importance of diplomatic networks, stating that the EU will continue to lead global climate action and the enhancement of international climate cooperation 17"
,,What are the weaknesses of the EU's current international partnerships relating to climate action?,"A weakness of all the EU's partnerships is the lack of stated quantitative objectives, such as the amount of greenhouse gas emissions reductions, making it difficult to evaluate their potential and actual achievement Given that none of the partnerships seemingly involve immediate large-scale policy changes, there is a barrier from the absence of effective diplomatic network 18"
,,What are the underlying characteristics of climate change?,"The underlying characteristics of climate changes are that they evolve slowly with significant delays and that future damages are uncertain and mostly related to existing but elevated extreme weather events IPCC, 2021 Until recently, the implication of climate change has often been perceived as a potentially severe but not immediate threat 21"
,,What is meant by the 'psychology of climate change'?,"Risk perception of climate change, as it relates to individuals’ perception of the risk of climate change, is part of the psychology of climate change, which addresses human perception, impacts, and responses regarding climate change Clayton and Manning, 2018 22"
,,How does psychological distance affect how individuals identify with climate change-related risks?,"In terms of identifying with the risk of climate change, the disaster needs to be close in order to be personalized fear Based on actual studies, Whitmarsh 2009 and Spence et al 2011 conclude that experience seems like a filter through which the many risks we face daily are evaluated and ranked This phenomenon is part of the concept of psychological distance, which refers to the distance between an individual and the occurrence of an adverse event Schuldt et al, 2018 23"
,,What happens when people feel they cannot help to reduce climate changes?,"If people feel they cannot change a situation, they are very likely to retreat into apathy and resignation and, thus, less likely to address environmental issues Moser and Dilling, 2004; Brandt, 2014 24"
,,What are the two main factors to consider when thinking about changing to climate-friendly behaviour or consumption patterns?,"key factors are ease of substitutability and convenience, such as switching to an electrical vehicle EV only if it has the same functionality, price and convenience as an internal combustion engine car ICE, including charging possibilities A second important factor is the environmental benefits that such behaviour creates 25"
,,How does cost and inconvenience levels of pro-climate change behaviour change behaviour patterns?,"Jakučionytė-Skodienė and Liobikienė 2021, refer to several recent studies claiming that the relationship between climate change concern and behaviour depends on the cost of the behavioural changes and that costs and inconvenience level can reduce the likelihood of individuals mitigating climate change 26"
,,How has the public belief in climate emergency changed over time?,"Most people globally no longer systematically underestimate the risk of climate change The United Nations Development Program UNDP 2021 shows that public belief in climate emergency ranges from 72% in Western Europe and North America to 61% in Sub Saharan Africa According to Pew research 2020, 63% Americans said that climate change is affecting their local community 27"
,,What has research shown about households' willingness to switch to energy-saving measures?,"According to Stankuniene et al 2020, households exhibit behavioural stickiness regarding changes in, for instance, energy savings, even in cases where it would be economically preferable to switch to energy-saving measures 28"
,,What challenges exist when it comes to reducing carbon footprint through food consumption?,"Food with less climate footprint is still low in supply, expensive or unattractive 29"
,,What is the relationship between consumer behaviour and climate change?,Thøgersen 2021 states that the relationship between consumer behaviour and climate change is complex and that most consumers are not capable of determining which behavioural changes are worth making He concludes that consumers need considerable assistance to make the right climate-related choices 30
,,What are the main drivers of farmland biodiversity loss?,Scientific data indicate that agricultural intensification and pesticide use are among the main drivers of biodiversity loss 1
,,How does the adoption of herbicide-resistant crops impact the environment?,"Analysed data and experiences do not support statements that herbicide-resistant crops provide consistently better yields than conventional crops or reduce herbicide amounts They rather show that the adoption of herbicide-resistant crops impacts agronomy, agricultural practice, and weed management and contributes to biodiversity loss 2"
,,What are the potential negative implications of using glyphosate-based herbicides?,"Glyphosate-based herbicides can be toxic to a range of aquatic organisms, adversely affect the soil and intestinal microflora, reduce plant disease resistance and the increased use of 2,4-D or dicamba, linked to new herbicide-resistant crops, causes special concerns 3"
,,What has been the result of continuous herbicide resistance cropping and the use of glyphosate over the past two decades?,The use of glyphosate over the last 20 years has led to at least 34 species of glyphosate-resistant weeds emerging worldwide 4
,,What are the environmental impacts of agricultural management based on broad-spectrum herbicides?,Agricultural management based on broad-spectrum herbicides as in herbicide-resistant crops further decreases diversity and abundance of wild plants and impacts arthropod fauna and other farmland animals 5
,,What is needed for agriculture to protect and enhance biodiversity?,"In order to comply with international agreements to protect and enhance biodiversity, agriculture needs to focus on practices that are more environmentally friendly, including an overall reduction in pesticide use 6"
,,"What concerns have been raised about commercially planted, genetically modified crops?","Most commercially planted genetically modified GM crops are either herbicide-resistant HR or insect-resistant IR, many carrying both traits Based on recent data and experience, there are concerns that HR crops promote the further intensification of farming and may therefore increase pressure on biodiversity7"
,,Do herbicide resistant HR crops have a better yield than conventional crops?,"Contrary to widespread assumptions, HR crops do not provide consistently better yields than conventional crops 8"
,,How does glyphosate affect microflora in soil?,"Glyphosate affects the composition of the microflora in soil and gastrointestinal tracts differently, suppressing some microorganisms and favouring others 9"
,,How does glyphosate affect aquatic microorganisms?,Glyphosate-based herbicides can affect aquatic microorganisms both negatively eg total phytoplankton and nitrifying community and positively eg cyanobacteria 10
,,How does glyphosate affect amphibians?,"Amphibians are particularly at risk, since shallow temporary ponds are areas where pollutants can accumulate without substantial dilution 11"
,,How does glyphosate affect mammals and humans?,"Acute toxicity of glyphosate to mammals is lower relative to other herbicides In recent years, however, glyphosate-based herbicides have been reported to be toxic to human and rat cells, impact chromosomes and organelle membranes, act as endocrine disruptors, and lead to significant changes in the transcriptome of rat liver and kidney cells 12"
,,How does glyphosate affect earthworms?,Glyphosate application reduced the number and mass of casts and reproductive success of earthworm species that inhabit agroecosystems 13
,,How does glyphosate affect honey bees?,Exposure to sublethal glyphosate doses impairs behaviour and cognitive capacities of honey bees 14
,,Is glyphosate cancerous to humans?,"The International Agency for Research on Cancer IARC concluded in a recent report that glyphosate is probably carcinogenic to humans When mandated by the European Commission to consider IARCS’s conclusion, EFSA identified some data gaps, but argued that, based on its own calculations about glyphosate doses humans may be exposed to, glyphosate is unlikely to pose a carcinogenic hazard to humans 15"
,,How does glufosinate affect plants?,glufosinate inhibits glutamine synthetase of susceptible plants and results in accumulation of lethal levels of ammonia 16
,,How does glufosinate affect fungi?,"Some fungal pathogens seem to be reduced by glufosinate, potentially due to inhibition of glutamine synthetase, similar to the inhibition in plants 17"
,,How does glufosinate affect soil microorganisms?,"Glufosinate has been shown to suppress some soil microorganisms, whereas others exhibited tolerance18"
,,How does glufosinate affect insects?,"Glufosinate may impact predatory insects, mites, and butterflies19"
,,Why was glufosinate ammonium phased out in the EU in 2017?,"Glufosinate ammonium has the potential to induce severe reproductive and developmental toxicity in rats and rabbits Because of its reproductive toxicity, use of glufosinate will be phased out in the EU by September 2017 In other countries, however, glufosinate use may not be discontinued as glufosinate-resistant crops are increasingly grown in reaction to the ever greater number of glyphosate-resistant weeds20"
,,How are herbicides affecting non-target organisms?,"Both herbicides 2,4-D and dicamba are highly volatile, thus increasing the potential for damage to non-target organisms due to spray drift Sensitive crops, vegetables, ornamentals, and plants in home gardens could be damaged and both plant and arthropod communities in field edges and semi-natural habitats affected21"
,,Why was herbicide resistant HR crops adopted in the US?,"In the US, the most often stated reasons for the adoption of HR crops were improved and simplified weed control, less labour and fuel cost, no-till planting/planting flexibility, yield increase, extended time window for spraying, and in some cases decreased pesticide input22"
,,What are the benefits of crop rotation?,"Crop rotation helps maintain high productivity by reducing pesticide use and fertilizer input and can reduce pest and pathogen incidences, weed infestation, and selection pressure for weed resistance to herbicides23"
,,Do regions which use herbicide resistant HR crops use crop rotation?,"In regions where HR crops are widely adopted, there is a clear trend toward monoculture and crop rotation and diversification are reduced24"
,,Are herbicide resistant HR crops more environmentally friendly than herbicides?,"HR crops are advertised as being environmentally friendly due to less herbicide use, compared to conventional crops However, actual trends rather support the opposite 25"
,,How will reliance on herbicides for weed control affect the biodiversity of weeds?,"Increased reliance on herbicides for weed control leads to a shift in weed species composition Less sensitive species and populations survive herbicide sprayings and subsequently grow and spread, whereas more sensitive species disappear26"
,,What is the implication of the loss of herbicide sensitive weeds?,Weeds fulfil certain functions within the agroecosystem which becomes obvious when they are missing eg decreasing the antagonists of pest species can increase pesticide inputs as demonstrated by exclusion experiments and lower numbers of pollinators may reduce yield and quality in crops depending on animal pollination27
,,How does herbicide resistant weeds become a problem for agriculture?,"Once herbicide resistance genes move into weeds, their frequency within local weed populations will increase under selection pressure by the corresponding herbicide28"
,,What factors promote effective agriculture?,"Agriculture relies on ecosystem functions and services and on biodiversity, including pollination, biological pest control, maintenance of soil structure and fertility, nutrient cycling, and hydrological services29"
,,What are the affects of reduced biodiversity in weeds and arthropods in agriculture?,"If the associated weeds flora and arthropods are decreased in terms of abundance and diversity, this will affect the whole food chain including small mammals and farmland birds, the latter being major targets, and important indicators of agricultural change30"
,,What has been found by the Farm Scale Evaluations in Britain?,"Indications of increased loss of biodiversity have been found in the three years Farm Scale Evaluations FSE, where the effects of HR cropping systems on abundance and species diversity of wild plants and arthropods were investigated across Britain31"
,,What are the regulatory requirements for fuel sulphur content in the shipping sector,The shipping sector is required to reduce fuel sulphur content to 01% in Emission Control Areas by 2015 and to 05% globally by 2020
,,What are the measures suggested to address climate change and sulphur regulation in the shipping sector,"It is suggested that the upcoming sulphur regulations should be postponed and instead, a co-ordinated suite of regulations should be implemented that tackles cumulative CO2 emissions and localised SOx emissions in chorus This new suite should be supplemented with further regulations that focus on other parameters such as air-toxicity, eutrophication and water usage"
,,What is the rationale for implementing Emission Control Areas,"The rationale for implementing Emission Control Areas is to limit marine fuel sulphur content in such areas and in turn, minimize the release of sulphur oxides SOx"
,,What is the maximum allowable sulphur content for marine fuel combusted in an ECA according to the International Maritime Organization's IMO Marpol Annex VI,"According to the International Maritime Organization's IMO Marpol Annex VI, the maximum allowable sulphur content of marine fuel combusted in an ECA is 01% from 1st January 2015"
,,What is the global marine fuel sulphur content limit set by Marpol Annex VI,The global marine fuel sulphur content limit is set to 05% by 2020
,,"What is the bigger challenge facing not just shipping, but the whole of society",The bigger challenge facing not just shipping but the whole of society is climate change
,,What obligated the IMO to limit emissions from marine bunker fuels,The United Nations Framework Convention on Climate Change tasked the IMO with limiting emissions from marine bunker fuels
,,What policies has the IMO adopted to date related to CO2 emissions,The only CO2 related policies adopted by the IMO to date is a revised MARPOL ANNEX VI to include the Energy Efﬁciency Design Index EEDI and the Ship Energy Efﬁciency Management Plan SEEMP
,,What are the three main options to reduce sulphur emissions,"The three main options to reduce sulphur emissions are low sulphur distillates, liqueﬁed natural gas LNG and, SOx scrubbers"
,,Could implementing a fuel switch to reduce SOx emissions provide signiﬁcant opportunity to also reduce CO2 emissions,"Yes, implementing a fuel switch to reduce SOx emissions could provide signiﬁcant opportunity to also reduce CO2 emissions, as it provides a reduction in the carbon intensity of the fuel, taken over the full life-cycle"
,,What potential issue could arise from the switch to low sulphur distillates,"The potential issue that could arise from the switch to low sulphur distillates is increased fuel costs for operators and strain on reﬁnery capacity, which could put the sector in competition with other end-users"
,,What are the emission savings associated with switching to LNG,"The emission savings associated with switching to LNG are 7–15%, depending on the level of methane slippage assumed"
,,What is the most pressing challenge currently facing the sector,The most pressing challenge facing the sector is to reduce sulphur content to 01% in Emission Control Areas by 2015 and to 05% globally by 2020
,,Do current measures do anything to address CO2 emissions,"No, the current measures do little to address CO2 and serve to increase it or limit the potential measures to curb CO2 emissions in the long-term"
,,What are the three main options available to comply with sulphur regulation,"The three main options to comply with sulphur regulation are low sulphur distillates, LNG and SOx scrubbers"
,,What implications does LNG have for vessels currently operating in ECAs,"LNG would require an overhaul of infrastructure to support a gas network, and the fuel"
,,What are the risks of addressing SOx emissions without considering the carbon repercussions,"The risk of taking a very short-sighted approach is that it can create infrastructure and marine engine lock-in, as well as potentially lock out future low-carbon fuels"
,,What strategies can be used to reduce lock-in and maximize low carbon deployment,Addressing the co-benefits between SOx and CO2 emissions is one strategy that can reduce lock-in and maximize low-carbon deployment Utilizing a range of technologies that are applicable to certain types of vessels and markets is also beneficial
,,What are the potential benefits and challenges of new technology developments for different types of shipping vessels,"Answer The potential benefits and challenges of new technology developments for different types of shipping vessels depend on the size and operating environment For example, small vessels operating in coastal waters could achieve large-scale decarbonization through the use of energy storage and fuel cells, while tankers operating on the high seas have potential to exploit wind Flettner rotors and kites"
,,What is the purpose of rethinking existing emission control area ECA policies,Answer The purpose of rethinking existing emission control area ECA policies is to delay the implementation of ECAs and enable the sector to develop and introduce lower carbon propulsion This would ensure that benefits such as climate change mitigation are achieved
,,What types of problems does the use of heuristic methods for risk and decision analysis attempt to address,"The use of heuristic methods for risk and decision analysis aims to address problems due to ambiguous problem structures, lack of reliable data, and urgent decisions"
,,What strategies are suggested to make risk and decision analysis more rigorous,"Strategies for making risk and decision analysis more rigorous include formalising the assumptions and scope conditions under which heuristics should be applied; testing rather than presuming their underlying empirical or theoretical justifications; using sensitivity analysis, simulations, multiple bias analysis, and deductive systems of inference eg directed acyclic graphs to characterize rule uncertainty and refine heuristics; adopting “recovery schemes” to correct for known biases; and basing decision rules on clearly articulated values and evidence, rather than convention"
,,What is the problem of rule-entrenchment and how can it be addressed,"The problem of rule-entrenchment is where analytical choices that are in principle contestable are arbitrarily fixed in practice, masking uncertainty and potentially introducing bias This can be addressed by formalising the assumptions and scope"
,,What are the theories used to explore how the future might unfold if a policy maker was to undertake a particular course of action,The theories used to explore how the future might unfold if a policy maker was to undertake a particular course of action are probability and utility maximisation
,,How are probability and utility theory the intellectual core of risk and decision analysis,Probability and utility theory underlie the tools of risk and decision analysis used to determine which outcome is “best” and are derived from basic axioms such as the product and sum rules of probability theory
,,"What have methodologists, practitioners, and critics of risk and decision analysis tended to focus on",They tended to focus on whether the simplifying assumptions of probability and decision theories are reasonable
,,What is often not the case in environmental and public health applications when it comes to probability and decision theories,Sometimes the full decision-theoretic apparatus cannot be applied because the problem structure is not sufficiently developed
,,What is the role of heuristics in decision-making,"Heuristics are used by analysts and decision makers to prioritize potential threats, define valid data, discriminate between signal and noise, weight lines of evidence, select and apply mathematical models, and make policy recommendations"
,,What concerns have been raised about bias in regulatory science,"Concerns have been raised about data-dredging, selective reporting of results, unacknowledged researcher degrees of freedom, the role of informal epidemiological conventions in shaping research designs, the “absurd precision” afforded to random error whilst systematic error is treated in an ad hoc fashion, the role of industry funding in skewing study outcomes, error introduced by routine misinterpretations of significance testing, a lack of attention to the compound effects of multiple uncertain inferences in epidemiological analysis, and bias stemming from the incomplete representation of physical processes in climate impact modelling"
,,What constitutes a heuristic,"A heuristic is defined as a rule of thumb for inference and choices, which is rule-like and constrains judgment, is a rule of inference or choice and a simple, frugal approach to problem solving that ignores relevant information rather than seeking optimal solutions"
,,What are the common concerns associated with evidencesynthesis,"Common concerns associated with evidencesynthesis include publication bias, errors stemming from the inflexible use of hierarchies of evidenceand questionable quality-scoring techniques in meta-analysis, the exclusion of novel experimental protocols from consideration in regulatory standard setting, and potential bias stemming from the compound effect of “conservative” assumptions"
,,What are the implications of heuristic reasoning,"Heuristic reasoning offers support for particular conclusions, but does not guarantee them in the way that deductive systems do It may be at best only plausible, and thus not entirely reliable"
,,How is inductive reasoning distinct in form to deductive reasoning,"Inductive reasoning requires different approaches to evaluate its form, quality, and implications, while deductive reasoning is truth preserving and probabilistic arguments are probability preserving"
,,What is inductive reasoning,"Inductive reasoning is a form of logical argument that involves making inferences or generalizations based on premises or evidenceIt is in contrast to deductive reasoning, which moves from general principles to specific conclusions"
,,How is debugging models different in inductive systems,"In inductive systems, debugging models is more complex than in deductive systems as when outputs do not match reality, we can't just focus on revising model assumptions but must also consider rules of inference or their combination as potential sources of error or uncertainty"
,,What is the heuristics and biases tradition,"The heuristics and biases tradition is a form of domain-general, fuzzy and subconscious rules of thumb, originally proposed by Kahneman et al 1982"
,,What domains do BH domains cover,"BH domains cover chemicals regulation, health technology appraisal, pharmaceutical regulation and climate change governance"
,,What is the key insight of this approach,The key insight of this approach is that expertise is less about general purpose inference and more about acquiring and representing domain-specific knowledge
,,What is the focus of MacGillivray's research,"MacGillivray's research focuses on regulatory agencies such as the US Environmental Protection Agency EPA, the US Food and Drug Administration FDA, the UK's National Institute for Clinical Excellence NICE, and the Intergovernment al Panel on Climate Change IPCC"
,,What are the research aims of MacGillivray,"The research aims of MacGillivray are to identify and taxonomise heuristics used within these regulatory domains, characterize the biases that may stem from applying these heuristics, and identify strategies for rigorizing heuristic approaches to risk and decision analysis"
,,What sources did the paper use to collect data,"The paper used statutes, guidelines, procedures and outputs relating to policy analysis and policy-making, critiques and evaluations of practices from the scientific and policy communities, and primary research papers and reviews providing detail and background on the relevant theories, methods, and assumptions adopted"
,,What was the nature of the data collection process,The data collection process was schematic rather than systematic or comprehensive in nature
,,What criteria were used to select the subset of heuristics,"The subset of heuristics were selected based on the scope or extent of application ie signiﬁcance and the existence of data relating to the heuristic's underlying assumptions, potential biases, and alternative methods of inference"
,,How was the subset grouped and used to structure the analysis,"The subset of heuristics were grouped into categories according to the functions they performed eg weighting lines of evidence, decision rules, etc, which was used to structure the analysis and discussion sections"
,,What are screening rules analogous to,Screening rules are analogous to the biomarker-based approaches used in medicine to identify individuals at elevated risk of disease and to the use of surrogate endpoints in clinical trials
,,What are screening rules used for when collecting data on the target attribute,Screening rules are particularly useful when collecting data on the target attribute may be impractical or costly
,,What are the two key issues when evaluating this class of heuristic,The two key issues when evaluating this class of heuristic are 1 is the link between the surrogate and the object of interest well theorised; and 2 how strong is the empirical link eg in terms of sensitivity and specificity
,,How can production volume be replaced with a more robust screening heuristic,Production volume can be replaced with a more robust screening heuristic by deriving generic estimates of IPR intrinsic production rate for broad classes of chemicals from sampling
,,What kind of problems can arise when using a surrogate endpoint,"Issues can arise when the surrogate endpoint lacks a well-established link to clinically important outcomes, as demonstrated by the example of Flecainide, a drug for reducing the risk of cardiac death from abnormal heart rhythms, which was brought to market on the basis of its performance against a surrogate endpoint but was found to actually increase mortality from heart attacks in certain patient populations"
,,What are the consequences of failing to recognize the difference between surrogates and their purported representation,"Failing to recognize this difference can lead to inefficient and even harmful regulatory outcomes, as demonstrated by the example of Flecainide"
,,What are some approaches used to represent and analyze cause-effect relations,Approaches to representing and analyzing cause-effect relations range from formal deductive frameworks such as directed acyclic graphs DAGs to purely statistical methods such as hypothesis testing and criteria-based approaches
,,What are Hill's criteria for determining causal explanations in toxicology,"Hill's criteria are a set of inductive factors used to separate causal from non-causal explanations in toxicology, including strength, consistency, specificity, temporality, biological gradient monotonicity, plausibility, coherence, experimental evidence, and analogy"
,,What type of causation is Koch's postulates based on,Koch's postulates are based on a notion of causation that is deterministic and singular
,,What type of inference is central to many regulatory domains,A form of causal inference that discriminates between signal from a target and noise from a distracter is central to many regulatory domains
,,What limits have been set by the FDA to determine when to stop a trial early for benefit,"The Haybittle-Peto boundary requires p < 0001 to stop a trial early for benefit, although these typically interpreted as presumptive guidelines rather than strict rules"
,,What type of decision trees are utilized by the European Medicines Agency to classify drug-event pairs,The European Medicines Agency uses simple decision trees to classify whether a drug-event pair is reported disproportionately relative to an independence model
,,What is the principle which is sometimes overlooked in failure to reject null hypothesis,A long established but sometimes overlooked principle is that a failure to reject the null hypothesis does not logically entail accepting it
,,What is the concept of recovery schemes proposed by Pearl in 1984,Pearl's 1984 notion of “recovery schemes” is designed to guard against biases that may stem from rule-based reasoning
,,What classification of heuristics are typically subject-specific,Existing classifications of heuristics are typically subject-specific
,,How is the idea of attribute substitution related to Kahneman and Frederick's 2002 understanding of representativeness,"The idea of attribute substitution is central to Kahneman and Frederick's 2002 understanding of representativeness, and has parallels with the notion of surrogates within screening rules"
,,What are the criteria used to discriminate between causal and non-causal associations,Domain-specific criteria are used to discriminate between causal and non-causal associations
,,"What are the conventions regarding default choices of model structure, functional form, and parameter values","Methodological prescriptions are conventions prescribing default choices of model structure, functional form, and parameter values"
,,What is the anecdote that reﬂects why relying solely on statistical rules to remove outliers is bad practice,"The anecdote reﬂects that the automated deletion of “rogue” zero ozone concentrations over the Antarctic, presumed to stem from measurement error, prevented early detection of depletion of the ozone layer"
,,What are the quantitative thresholds used to determine whether a regulatory intervention is rational in the face of budget constraints,Cost-effectiveness thresholds are used to determine whether a regulatory intervention is rational in the face of budget constraints
,,What are the standard critiques of variants of signifance testing,"The standard critiques of variants of signifance testing are using arbitrary thresholds to discriminate between signal and noise, neglecting or only indirectly considering statistical aspects that are logically informative for causal inference, and ignoring priors and utilities"
,,What criticisms does signifance testing face,Signifance testing faces criticisms for conventionally being sufficent for formal uncertainty analysis and leaving systematic sources of error to be handled informally
,,What did the FDA originally recommend the use of,The FDA originally recommended the use of oestrogen to reduce cardiovascular risk in post-menopausal women
,,What did the subsequent randomised controlled trials find about the use of oestrogen,The subsequent randomised controlled trials found no benefit and possible harm from the use of oestrogen
,,Why do proponents of significance testing rules promote them,"Proponents of significance testing rules promote them as ways of limiting analyst bias and personal discretion, of ensuring consistency in inference in a policy arena that may otherwise become chaotic in the absence of firm standards"
,,What issues arise in the reliance on significance testing in climate attribution and detection studies,"Issues arise in the reliance on significance testing in climate attribution and detection studies due to the definition of the null hypothesis which can leave significant degrees of freedom, particularly"
,,What are three basic approaches of weighting rules,"The three basic approaches of weighting rules are gatekeeping rules, fact-based judgments, and expert knowledge and peer review"
,,What is an example of a gatekeeping rule employed by the FDA,The FDA advises manufacturers to exclude data derived from phase one pharmacokinetic and pharmacodynamic studies from premarketing risk assessments This is to ensure that bias is not introduced due to the studies being conducted on either healthy or fairly ill subjects with refractory or terminal conditions
,,What standards are required by the EPA and FDA when industry funded toxicology studies are used as the basis for quantitative risk assessment,The EPA and FDA require that industry funded toxicology studies adhere to “Good Laboratory Practices” GLP – a mixture of technical prescriptions and generic quality management practices – before they can be used as a basis for quantitative risk assessment
,,What are weighting hierarchies and what is their role,"Weighting hierarchies are heuristics that rank sources of potentially conﬂicting data according to the strength of their study designs Their role is most prominent in healthcare, to provide attention to the quality of evidence"
,,What is the purpose of explicit hierarchies of evidence,Explicit hierarchies of evidenceare used to inform the development of clinical guidelines and public health interventions
,,What is the widely used hierarchy,The widely used hierarchy is Systematic Reviews and Meta-Analyses; followed by Randomised Controlled Trials with Definitive Results
,,What is the primary purpose of health technology appraisal,Answer The primary purpose of health technology appraisal is to determine the relative cost-effectiveness of interventions through the formal analysis of clinical and economic dat
,,What is one critical issue with health technology appraisal hierarchies,"Answer One critical issue with health technology appraisal hierarchies is that the ordering of study designs is often excessively rigid and lacks in caveats, making it difficult to accurately interpret results"
,,What studies did Concato 2004 use for his meta-analysis to identify specific exposure-outcome associations,Concato 2004 used both randomized controlled trials RCTs and observational studies for his meta-analysis to identify specific exposure-outcome associations
,,What did Harbour and Miller 2001 suggest regarding rigid hierarchies,"Harbour and Miller 2001 suggested that rigid hierarchies neglect the question of how well-designed and conducted a particular study was and its statistical properties, as well as the question of how well-suited the study was to answering a specific question of interest"
